price,bedrooms,bathrooms,sqft_living,sqft_lot
543000,3,2.25,1240,949
607500,3,3.25,1530,1612
750000,3,3.5,3390,10078
728050,3,2.5,2320,6775
734990,4,2.5,2650,6884
330000,3,2.5,2238,7209
605000,4,2.5,2620,7553
441000,3,2.75,1910,7280
650000,4,2.5,3040,6587
1950000,7,3.5,4640,15235
395000,3,1,1500,4000
245000,1,0.75,380,15000
905000,4,3.5,2970,14486
660000,4,3.25,3030,9273
378000,4,2.5,1890,12236
600000,2,1,1040,3600
632500,4,2.5,2090,10306
210000,2,2,1680,5756
754800,2,2.5,2770,7781
175000,2,1,1020,5130
455000,3,2.25,1470,4653
450000,3,2,1430,3480
790000,4,1.75,2050,10920
480000,4,1,2080,5500
850000,3,2.25,2870,8170
725000,4,3.25,3940,27591
380000,3,1.5,1520,4288
979000,3,1.5,1700,14133
359950,3,2.25,1940,11612
665900,4,2.25,2870,5453
812000,3,3.25,3240,8338
203000,3,1,1150,7156
456000,3,1.5,1440,28516
547000,5,2.5,2200,4080
280000,3,2,1470,8089
640000,2,1.75,1760,4400
477000,3,1.75,1780,8085
455000,4,2.25,2450,21000
587206,3,3.5,1890,1710
425000,3,2.5,2540,5612
511500,4,1,1360,6000
218000,2,2,1310,2841
332000,3,2,1510,7884
291000,3,1.5,1860,60960
279000,4,2,2200,7700
950000,4,2.5,3360,11548
970500,3,2.75,2470,10125
412000,2,1,1260,3960
400000,3,1,1430,10005
200000,3,2.25,1230,7420
397000,4,2.5,2320,11717
715000,4,2.5,3290,6628
371000,4,2.5,2550,4770
458000,3,2.5,1870,5013
436500,5,3,3110,12429
329950,3,2.5,1820,8085
950000,3,3.25,3050,18892
282000,4,2,1890,6302
250000,1,1,800,16306
1135000,6,4.25,6900,244716
400000,4,1.75,2670,189486
681500,5,2.75,3260,11700
200000,2,1,860,6600
1300000,5,4,3366,7800
1462497,5,3.25,3840,4800
995000,4,4.5,3850,13551
355000,4,2.5,2040,8265
425000,3,2.25,1790,10209
869000,4,3,3740,30884
915000,3,3.25,2660,4000
2110000,3,2.25,3230,17833
925000,4,2,3140,10437
2400000,6,4.5,5480,10800
390000,3,1,1160,3750
330000,3,2.25,1860,11227
482500,4,3,1630,7626
525000,3,2.25,1750,1879
237000,3,1,1300,8160
205000,3,1,960,7314
623000,3,2.5,1850,7777
565000,4,2.75,3260,4900
400000,4,2.25,2420,7927
405000,3,1,1460,10000
337000,4,3,2240,8504
355000,2,1,1240,27042
885000,3,2.25,2060,9552
420000,5,2.75,2280,10319
448000,4,2.5,2510,6853
800000,4,2.75,3150,7035
830000,5,2.25,2780,10192
725000,6,1.75,2380,4080
780000,3,2.25,2140,3000
325000,2,1,840,4239
488800,4,2.25,2170,9665
1320000,4,3.5,4410,36200
489000,4,2,2120,11479
1240000,7,5.5,6630,13782
595000,3,2.75,3290,22649
359900,5,2.25,2290,7420
1080000,3,3,4910,43560
925000,4,2.75,3730,8014
625000,3,2.5,2440,4800
339990,3,2.5,2570,4600
775950,4,2.5,2970,4400
420000,5,3,2630,3149
654000,3,3.25,1530,1565
725000,3,3.5,3690,8837
375000,2,1,1230,1820
1100000,3,2.5,2200,20000
639500,4,2.25,2330,8994
849000,4,2,2160,6300
418000,4,1.5,1550,9176
442900,4,1.75,1780,2788
750000,3,1.75,2610,5544
930000,3,2.5,3290,6830
565000,2,1.75,1330,6000
874150,4,3.5,3530,14406
545000,4,2.5,2090,6023
500000,4,2.5,2040,8400
687000,4,2.5,2370,10083
810000,4,2.5,2810,10613
439500,3,2.5,2050,40003
802000,3,1.75,2870,5000
732600,4,2.5,2130,7300
374000,4,2.5,2580,6260
330000,4,2.5,2380,13550
365000,4,2,1940,25600
290900,2,2,1610,17600
577000,3,2.5,2060,5750
280000,2,1,1010,3000
675000,4,2.5,2810,11120
800000,3,2.25,2380,11824
299995,2,1,1060,7200
440000,3,1.75,1560,7207
249500,2,1.75,1500,8645
690000,2,1,970,4560
235000,3,1,1170,11100
320000,3,2.5,2280,7417
350000,7,3,2800,9569
334000,4,1.5,1150,9360
235000,6,3,2180,7956
442000,4,2.5,2520,7253
264000,3,1.75,1760,7482
275000,2,1,1180,6552
430000,2,1.5,950,4625
550000,3,2.5,1900,3255
775000,4,2.5,2300,6158
603500,6,2.75,2660,8400
230000,3,1,1530,389126
449000,4,2.5,1850,5040
2075000,4,3.5,4230,20377
420000,3,2,1200,5029
735000,4,2.25,2270,5102
200000,3,1.5,1090,9600
286000,3,2.75,1100,750
579000,3,2.5,1640,1269
345100,3,3.75,1950,8625
350000,3,1.75,1660,10150
291500,3,1,880,9238
649950,3,2.5,1500,1375
458500,3,2,1890,1599
500000,3,1,1150,5100
362300,3,2.5,2430,15264
324000,4,1.75,2110,7208
495000,3,2,2950,12196
233500,3,2.25,1650,2958
479000,3,2.25,2110,11319
322200,4,2.25,2010,19000
835000,4,2.5,3030,29163
347000,3,1,1270,8400
725000,3,1.75,1610,8613
345000,3,1,1140,4200
345950,3,2.5,2110,4118
550000,3,1.75,1840,8086
399950,3,1.75,1560,5223
269500,3,1.75,1840,7412
494000,4,2.5,1830,7345
453000,4,1.75,2120,7420
442500,3,1.75,1600,10280
235000,4,1.75,1450,8891
389800,3,1.75,1880,12821
346000,3,1.75,1270,8100
360000,4,1.5,1720,6417
650000,4,2.5,2400,7351
290000,3,1,1150,8145
234000,2,1,870,11100
260000,4,2.5,2000,37045
349900,3,2,2420,38781
275000,3,1,1080,6000
725000,4,2.5,3420,30410
375000,4,2.5,1870,7471
806000,4,2.5,2500,206474
470000,3,2.5,2150,8221
490000,3,2.25,1470,2500
615000,5,2,2130,4180
249000,3,1,1000,19204
396500,3,1.75,2390,7149
405000,2,1,860,2599
560000,3,2.5,1960,12476
459950,4,2.5,2000,6107
265000,3,1,1620,9450
502000,6,2.5,2890,8122
430000,3,1.75,1300,12731
525000,2,1,1080,3500
415000,4,2.5,2170,8518
600000,3,2.5,2260,10153
225000,3,1.75,1580,8820
300000,4,2.5,2620,4469
491234,4,2.5,1540,1860
1580000,4,2.5,4570,74487
905000,4,3.25,3440,7661
199950,5,2.5,1740,8750
450000,4,1.75,2160,4333
899000,3,1,1480,6978
649000,2,1.75,2260,280962
780000,4,3.5,3910,59863
400000,4,1.75,1700,20283
831500,5,2.5,4470,35124
471001,3,1.75,1800,6000
385000,3,3.25,1630,1677
326000,3,1,1030,9834
335000,1,1,720,5100
320000,4,1.5,1890,43560
300000,4,2.5,1840,5550
269950,4,2.5,2540,8400
1220000,4,3.75,3520,3944
590000,4,2.5,3220,7875
750000,3,2,1820,5000
239950,3,1.75,1230,9600
215000,3,2,1340,8505
165000,3,1,1200,13100
261350,3,1.75,1390,18200
569000,4,2,1730,3884
425000,3,2.25,1580,39189
800000,4,3,3520,4895
715000,4,2.5,2650,30500
337000,3,1.75,1310,12750
560000,4,2.5,2300,7989
449500,3,2.25,1780,7280
660000,3,3.25,1980,2850
685000,2,1.5,1300,1676
905000,5,3.5,3500,10155
403500,3,1,1830,8004
405000,3,2.25,1520,1245
385000,4,2.75,2700,37011
1700000,3,2.75,2810,18731
285000,3,2.5,1660,6263
249900,3,2,1310,6738
633634,4,3.5,2960,6000
329900,3,2.5,2242,4995
310000,3,2.5,2540,4775
345000,3,1.5,1420,1192
160797,3,1.5,1270,2356
562500,3,2.25,1300,907
664950,5,3,3190,7081
515000,5,3.25,2910,5027
497000,3,2.25,1630,3817
312891,5,3,2300,8214
670000,3,2.5,3310,5300
362500,2,1.5,940,1768
402101,2,0.75,1020,1350
438000,3,1.75,1520,6380
687500,4,1.75,2330,5000
160000,3,1.5,1010,9600
415000,3,1.75,1070,8000
405000,3,2.5,3170,12750
880000,4,2.5,3030,3841
585000,3,2.5,2270,100545
640000,4,2.5,2341,9594
819000,3,3.5,2130,6150
520000,3,1.75,2300,35722
367500,3,1,1660,11783
762500,4,2.75,2610,8760
300000,3,1,2150,7007
625000,3,2.5,2410,64073
530000,2,1.5,1580,3680
379000,3,2.5,1740,30886
615000,2,1,1270,5000
660000,2,2.25,2550,6000
380000,3,2.25,1860,15559
314900,4,1.75,2700,27072
324950,3,1.5,1460,8710
225000,3,1.75,1330,13102
535000,3,2.5,2070,4132
348500,3,1.5,1360,10726
725000,4,2.5,2650,18295
925000,4,3,3580,35261
549000,2,1,2034,13392
400000,3,2,1230,11413
620000,4,2.5,2450,55387
665000,6,2.75,2840,8346
1215000,4,3.75,3820,53574
1157400,3,2.5,2740,5925
349950,4,2.5,2090,5289
2466350,5,4.75,6390,13180
339000,4,2,2470,5080
615000,3,1.75,1720,4080
751000,4,3.25,3090,9571
941000,4,1.75,2320,3825
600000,4,1.75,1740,7700
455000,4,2.5,2950,4502
1295648,0,0,4810,28008
485000,3,2.5,1500,5412
358000,3,1.5,1810,100188
339000,3,1,1100,4128
258000,3,1,1490,7435
455000,2,1.5,1200,1259
437000,4,2.5,1890,8505
689000,3,1.75,2200,9840
319000,4,2.5,2510,7992
510000,3,2.25,1420,1309
440000,3,1.75,2000,9900
1010000,2,2,1460,9052
875000,4,2.5,3220,22588
304000,4,2,1310,8454
139000,2,1,690,5280
464500,3,1.75,1150,10466
336500,3,1,1480,7284
230000,4,1.75,1850,6000
425000,3,2.5,1930,4500
300000,2,1,750,5120
457500,3,2.25,1430,2003
366000,3,1.75,1840,11440
502000,3,2,1300,14350
194000,3,1,1050,7577
305000,4,2.25,2210,9371
1250000,4,2.5,3220,15600
575000,4,2.5,4620,20793
343500,4,1.75,1760,6204
325000,3,1,850,6906
600000,4,3.25,4690,14930
850000,4,3.5,3920,37122
420000,3,2.5,2140,3821
257500,2,2,1180,9265
317000,5,2.5,2360,11375
970000,3,2.25,3060,9950
252000,3,2.25,1670,7881
683500,3,1.5,1820,5756
289000,3,2.5,1970,9607
355000,2,2.25,930,747
675000,3,3.5,2300,5611
396500,3,2.5,2590,18980
362500,4,1.75,1450,8450
395000,4,1.75,1540,5120
599000,5,2.75,2730,22572
218000,3,1,880,18205
589950,4,2.5,3190,8195
218000,3,1.5,1330,7600
360000,3,1.75,1500,7200
350000,2,1,740,7680
350000,4,3,2560,5606
845000,3,2,2540,4750
839000,3,2.5,3200,203425
850000,4,3,3330,4000
329950,2,1,900,5220
425000,4,1.5,1600,6180
210000,2,1,970,5500
631500,2,1,1130,2640
295000,2,1,650,5400
575000,3,2.25,2400,5000
415000,3,2.5,2280,6031
859000,4,2.25,3550,13900
639888,4,2.5,2050,2772
329445,2,1.5,830,1119
745641,4,2.5,2440,4850
395000,3,2.5,1600,1936
790000,4,3.5,3190,31450
890000,4,1,2550,4000
400000,3,2.5,2180,7508
365500,3,2,1410,9600
245000,3,2,1410,5760
390000,4,2.5,2340,8548
196500,3,1,1320,9000
1200000,4,1.75,3990,13470
276900,3,1,1270,7566
995000,3,4.5,4380,47044
2300000,4,3.25,4250,8570
505000,3,2.5,1860,8060
1229000,4,3.5,3770,37034
352000,4,1,1530,8890
597326,4,4,3570,8250
800000,2,1,1740,5719
270000,3,2.5,1670,8364
235000,4,2,1570,9415
409900,2,2.5,1590,1845
739900,5,2.5,2980,5377
608000,4,2.5,2690,4736
381500,2,1,900,2910
562100,2,0.75,1440,3700
740000,4,2.5,3000,10392
308000,3,1,1640,18144
905000,5,3.5,3100,10200
762000,4,3.5,4000,15253
356000,4,2,2020,48693
750000,3,1.5,1840,5000
418800,4,2.25,2100,9984
276000,4,2.25,2460,11250
725000,3,2.5,2610,7510
285000,3,2,1460,6377
205000,3,1,1050,8498
583000,3,2.5,1790,8144
657000,4,2.5,2180,3375
386000,4,2.25,2050,9583
589950,5,3,2790,19439
575000,3,2.25,1700,3333
574000,3,2.5,2380,6832
690500,5,2,2000,4211
565000,2,1.75,1670,4008
500000,3,1.5,1190,4750
330000,6,2.25,3040,28535
286000,2,1,780,3475
450000,3,1.5,2330,11740
870000,4,2.75,2840,4000
725000,4,2.5,2490,5170
275000,2,1,770,4840
645000,3,2.75,1850,16960
152000,3,1,1090,3264
315000,4,2,1780,5336
190000,1,0.75,930,29258
700000,4,2.5,2770,5686
233000,3,1,1250,6180
249000,4,2.25,1830,6136
310000,2,1,870,5400
265950,3,1.5,1150,8450
860000,5,3.25,4500,9648
200000,3,1,1150,4800
402000,4,2.25,2000,3672
305000,6,2,1900,8240
505000,3,1.75,1640,10695
1355000,3,1.5,2680,4775
482000,3,2.5,2420,7307
299950,3,1.75,1790,7650
770000,4,2.5,3920,12415
245700,3,2.25,1640,8400
283000,3,1,890,8400
650000,4,2.75,1910,16532
530000,5,2.25,2140,7910
440000,3,1.75,2030,17100
1005000,4,4.5,4225,284011
599990,3,2.25,2680,9162
544000,4,2.5,2030,3974
1700000,5,3.5,5850,22885
270000,2,1,2060,8398
435000,2,1,1060,3036
349000,3,1,1010,8184
1140000,4,2.25,3310,127631
320000,4,2.5,2000,10051
804100,4,2.5,3070,8086
594000,3,2.25,1270,1406
531500,4,2.75,3110,49765
1150000,3,2,2110,18815
374500,3,2.25,1400,11400
450000,4,2.75,2310,5650
744500,5,2.5,2700,16570
913888,5,2.25,2370,15512
760000,4,2.5,2760,6000
346500,2,1.75,1610,6300
280000,3,1.75,1230,8250
557500,3,1.75,1900,11165
260000,3,1.5,1580,8184
1330000,3,1.5,1940,2885
640000,3,1.75,1620,6000
280000,7,2.5,1940,5458
205000,3,1,1230,8750
957000,5,3.25,3160,5000
625000,5,2.5,2700,21208
680000,4,1.5,1880,6200
150000,2,1,890,8100
255950,3,2.5,1720,3676
246500,3,2.5,1620,7686
450000,2,1,1380,4390
595888,3,1.75,1870,9000
454000,3,1,1970,22144
299900,3,1,1110,8593
200000,3,2,1190,6833
346500,3,1,1150,11802
585000,4,2.75,2890,6825
383000,3,1.75,1500,13430
519000,4,2.5,1950,2617
410000,3,1.5,1250,7700
578000,4,2.5,2070,5415
1280000,4,3.5,4660,17398
395000,2,2.25,1350,1493
364000,3,2.5,1800,2790
240000,3,2.25,1481,2820
328423,3,2.5,1730,3600
594000,4,2.75,2720,4613
425000,3,2.5,2320,2267
309620,3,2.5,1860,3730
260000,5,2.5,2025,7760
563500,3,2.5,1400,1312
975000,5,3,2620,5477
937000,3,1.75,2450,2691
518500,3,3.5,1590,1102
563500,4,1.75,2085,174240
1050000,4,3.5,3450,7832
350000,3,2.25,1780,16290
826000,4,2.5,3060,7140
225000,3,2,1700,11475
235867,4,2,1330,5926
399000,4,3,3060,5000
177500,3,1.5,1220,6000
224000,4,1.5,1600,9289
302000,4,1.75,1530,17664
760000,3,2.5,1980,13964
460000,3,2.5,1730,8490
415000,3,1,1170,6700
669000,2,1.75,1950,10766
254600,3,2,1470,20000
357250,3,1.5,1400,8840
910000,4,3.5,4040,50479
725000,6,3,3110,5000
670000,3,1.5,1490,4400
440000,4,1.5,1770,5750
1025000,4,3.5,3320,19850
320000,2,1,950,5316
310000,4,2.5,2430,5499
772650,4,2.5,2660,10800
669950,4,2.5,2670,11877
690000,5,3.5,2720,7598
385000,4,2.5,3200,22651
663000,3,2.5,2480,37843
300000,3,2.25,1780,10395
225500,2,1.75,1590,11276
320000,3,2,1550,34175
775000,3,2.75,2850,14800
805000,3,2.75,2600,5875
252750,4,1,1230,7410
254000,5,2,2080,16117
620000,6,3.5,3600,6875
435000,4,2.75,2110,8751
460000,4,2.5,2550,19017
268000,3,2.5,1650,6684
446000,2,1.5,1370,1221
285000,2,1,1010,7200
530000,3,2,2330,26571
402000,2,1,620,2475
358000,3,1.5,2450,12497
354950,4,2.75,2530,7350
405000,4,2.5,2220,4652
568000,4,1.75,2110,265716
575000,5,3,3690,49709
315000,4,2.5,1940,10200
280927,4,2.25,2070,7350
440000,4,2.5,2160,7826
270000,4,2.25,2600,9900
755000,4,2.75,2880,4000
289659,4,2.25,2260,7200
555000,5,3,3640,6930
450000,3,1.5,1530,23660
1145000,3,2.5,2490,4000
495000,3,1.75,1440,11787
1250000,3,3,3760,8500
580000,4,1.75,1720,6975
560000,4,2.5,2480,16360
1080000,4,3.5,3990,5267
450000,2,1.75,840,3340
815000,3,2,2270,11989
354000,4,2.5,2580,5476
279900,3,1.75,1580,6620
339000,2,1,950,7954
1340000,4,3.5,3190,5040
710000,3,3.25,3740,136915
815000,4,2.75,2620,4743
800000,3,1.75,2080,75794
638000,3,2,1660,3729
475580,3,1.75,1520,11085
243800,3,1,1140,27760
600000,3,2.5,3240,8016
620000,3,2,2460,41343
750000,4,2.75,1750,5080
626000,3,1.75,2430,5000
230000,3,1,1060,9946
537000,3,3,2410,7479
210000,2,1,720,8040
200500,3,1.75,1260,9346
253500,3,1,1640,12384
150000,3,1,1310,9612
440000,3,1.5,2120,6290
667000,3,1.75,3320,478288
660000,3,1,1210,9622
695000,3,2.75,2590,12063
440000,4,2.5,2250,7526
1388000,4,3,4040,20001
219500,3,1,1090,6710
220000,3,1.5,1660,15600
270000,2,1,1780,81021
900000,4,3.5,3370,5000
1990000,5,3,4480,5000
800000,4,2.5,2990,16809
365000,5,2,2280,19000
1387800,3,3,2480,5500
451000,5,2.75,2830,8925
202000,2,1,920,7569
1410000,4,2.25,3250,16684
471000,2,1.75,1240,6417
827000,4,2.5,3230,12100
235000,5,2.5,2500,9583
216500,2,1.75,1390,4482
359000,5,1.75,1940,6654
252500,3,2,1900,8002
370000,3,1.5,2380,14500
663000,3,2,1480,3876
971971,4,3.75,3460,6738
420000,3,1.75,1444,249126
330675,4,3,1930,3031
240000,4,1,1200,2171
334888,3,2.5,1769,7324
414000,3,2.5,2490,4540
782900,4,3.25,3060,3898
525000,4,2.75,3030,6625
429900,3,2.5,2370,5353
390000,3,3.25,1370,913
224000,3,1.75,1500,11968
257500,3,2.25,1715,6819
665000,2,1,1110,3200
327000,5,2.75,2400,8050
425000,3,1,1520,213444
687500,4,2.75,3190,10970
672500,3,2.25,2400,5300
140000,3,1,1060,7473
215500,2,1.75,1220,15600
464900,4,2.25,2020,8424
417000,4,2.25,2300,7700
453000,4,2.75,2300,37533
700000,3,2.5,1660,1545
1619999,4,3,3900,9750
259500,3,1.75,1650,12349
460000,4,2.5,2110,35091
561500,3,1.75,1960,6380
641000,4,2.5,2770,63118
330000,4,1.75,2440,7350
447000,2,1,1320,8380
320000,4,2.5,2570,4865
212700,2,1,940,5040
260000,2,1,700,4800
410000,3,2,1400,45738
355000,4,2.5,1890,7867
275500,2,1,720,11400
415000,3,1.75,2410,8944
279000,3,2.5,1630,7950
350000,5,1.75,2330,14322
355000,2,2.25,1330,10838
750000,4,2.25,3190,11597
235000,3,1.75,1400,6300
209950,3,1,970,9583
230000,3,1.75,1010,9600
725000,3,2.5,3580,54450
430000,2,1,1050,2570
661500,5,2.5,2500,7200
738000,3,3,2630,4896
1820000,4,4.5,6640,53330
221000,3,1,910,8789
665000,3,2.5,2610,35000
255000,3,2.5,1720,6194
1195000,5,2.75,3650,13297
355000,3,1.75,2040,22693
755000,5,2.5,3260,24300
300000,3,1.5,1590,8911
500000,4,1,1440,7100
191000,2,1,900,3400
315000,6,4,3120,4240
415000,3,2.5,1060,1536
394000,4,2.5,3000,9793
490000,3,2.5,2230,5348
523460,5,1.75,1890,5000
550000,4,3.5,4150,16197
342000,3,1.75,1780,10409
560000,4,2.5,2710,6583
1050000,4,4.25,4390,13833
710000,2,1.5,1640,4080
1020000,3,2.25,1670,4800
399950,3,2.5,2570,10431
480000,2,1,1500,3420
410000,3,1,2710,19000
530000,4,1.75,2860,48351
528000,2,0.75,840,40642
469900,4,2.5,2990,8913
397000,5,1,1170,6757
718500,3,1.5,1200,6240
195000,2,1,1020,8100
285000,2,1,910,8155
295000,1,1,700,2500
602000,4,1.75,2420,37800
235000,3,1.75,1950,8712
465000,4,2.5,3060,6000
234000,4,1,1390,18000
504200,2,1.5,1200,1687
710000,3,2.5,2440,4153
589500,3,3.25,2310,3075
415000,3,2.75,2600,64626
735000,3,2.25,1490,1212
427000,3,2.5,2432,9391
982000,4,2.75,3610,8580
459000,4,3,2530,10000
483453,4,2.75,2790,5527
246950,3,3,1670,4440
235000,1,1.5,1170,1456
288790,4,2,1350,942
229800,2,1.75,1110,1773
516500,1,1.25,1100,638
1600000,3,4.25,2820,7200
234000,3,1,1040,8128
230000,2,1.75,1910,3376
300000,4,1,1370,8499
470000,3,1.5,1500,5000
339900,3,1,1200,9087
650000,2,1,1050,2542
585000,5,2.5,2670,16777
699900,4,2.5,2190,11500
598000,4,2.5,3130,40918
475000,3,2.5,1700,9100
314500,3,1.75,1700,17355
397000,3,3.5,1360,1275
345000,3,2,1610,15005
325000,5,2.75,2130,6222
265000,3,1,1800,7650
402000,4,2.75,2950,15540
835000,3,2.25,2120,54014
780000,4,2.5,3500,7048
250000,3,2,1440,9220
1200000,4,2,2120,3360
935000,2,2.5,1780,2067
300000,2,1,960,8153
419000,2,1.75,1510,4980
410000,1,1.5,1010,5750
1165000,3,3,3790,5001
461000,3,1.75,3600,8666
385000,3,1.75,1300,7030
669500,4,2.25,2500,4046
491950,3,2.25,2090,10733
1230000,3,1.75,2200,14630
560000,3,2.25,2070,15002
370000,3,1,1320,7341
263400,4,2,1360,60548
100000,2,1,930,7623
289950,3,2.5,1760,8584
263000,3,1.75,1410,8100
397500,4,2.5,2570,7859
245000,3,2.75,1300,14197
535000,3,1,1580,6300
449000,4,2.5,2960,6031
490000,4,3,2330,3497
445800,4,2.25,2070,39446
345000,2,1,970,5750
327500,3,2.25,2310,7200
436500,4,2.5,2290,11173
550000,3,2.25,1720,9600
441000,2,1.5,1190,3400
406500,2,1,870,5750
243000,2,1.5,1068,1758
359500,4,2.75,2140,10316
760000,4,2.5,3300,165528
1925000,5,4.25,4830,8050
408000,5,3.25,2820,6589
480000,4,3,2440,9664
875000,4,1.5,1800,3245
308000,3,1,1010,8800
880000,4,2.75,3220,4392
1730000,5,3.5,5000,26540
170000,2,1,1200,24792
491500,3,2.25,1470,4322
515000,3,2.5,2600,4506
550000,4,1.5,2750,128502
255000,2,1,1320,9967
635000,3,2.5,3350,4007
850000,3,2.5,2650,2387
265000,2,2,1860,10856
349810,3,1,960,8855
972000,4,1.75,2010,6300
235000,2,1,900,28800
330000,4,2.5,2340,11784
500000,4,3,3720,15048
570000,3,2,1890,29185
1309500,4,2.5,2680,12215
544000,3,2.5,1460,1613
439000,3,2.5,3180,7904
530000,4,2.25,1980,15086
427500,2,2,1090,934
337000,4,2.5,2230,5970
1095000,4,2.75,3330,9143
435000,4,2,1880,3840
765000,5,3,2870,5700
492650,4,1.75,2120,9786
383962,4,2.5,2700,6998
950000,4,2.5,3670,7680
457000,3,2.5,1220,1330
1510000,5,3.25,4390,11250
882566,4,2.5,3560,5265
963000,4,3.25,3530,8589
345000,4,2.5,2280,5000
2065000,4,3.75,4350,7965
800000,3,3.5,3830,221284
314500,3,2,2050,13303
530000,3,2.5,3660,39478
650000,4,2.5,3350,46748
349500,3,2,1270,3600
1198000,4,3.5,3400,3850
165050,3,1,1200,8514
580000,3,2.5,2200,11000
330000,3,2.5,1680,11312
875000,5,3.5,3840,8279
500000,2,1,950,4500
445000,4,2.5,2280,42077
274900,4,2.5,1970,6600
219950,3,1.5,1620,9310
691500,4,2.5,2600,7200
459500,2,1,1250,3825
955500,4,1.75,2130,5080
328950,4,1.75,2550,8976
307000,3,1,1150,6000
382500,3,1.75,1040,9000
1150000,4,2.5,3340,10422
1297000,6,2.75,2630,9420
478000,3,2.25,1640,3896
260000,2,1,770,7906
850000,4,3.25,4350,112750
616000,4,1.75,1700,5846
540000,3,1.75,2050,9580
300000,3,2.25,1660,5128
507500,3,1.75,1990,9594
3800000,5,5.5,7050,42840
241000,3,2,1770,7000
485000,3,2.25,2440,47916
695000,3,2.5,2620,51354
548000,4,2.5,2440,11005
345000,2,1,1080,7775
280000,3,1,1090,10710
450000,3,1.75,1400,13775
515000,3,2.5,2010,7200
1014250,3,1,1640,12855
739900,5,2.5,3290,5029
600000,2,2.5,2510,14878
370000,2,1,860,6050
729032,4,2.5,2840,12866
510000,3,1.75,1750,7020
425000,3,1.5,1300,19163
1080000,3,2.75,3890,7216
337000,3,2.25,1460,941
563000,4,1,1410,3376
1695000,4,2.75,3770,10900
245000,3,2,1190,4072
590000,3,2,1410,6413
695000,3,2,2500,4080
402500,2,1,800,2280
435000,3,2.5,2530,13446
660000,3,2,2570,28500
300000,3,2.75,2090,9620
600000,5,2.25,2980,7781
205000,3,1.75,1170,8239
357500,3,3.5,2080,5100
1110000,5,3.25,3350,4000
332888,2,2.5,1050,1029
174000,2,1,900,13531
515000,2,1,1050,5000
392000,5,2.25,3740,32481
485000,4,1.75,1430,4096
217500,3,1.75,1400,9546
502000,3,2.25,1600,45613
820000,3,2.25,2880,9750
1640000,3,3.25,3140,5445
102500,2,1,820,4320
925000,5,5.5,5190,12637
540000,4,2.5,2180,10140
600000,2,1,910,2002
406000,4,1,1580,8475
620000,4,3,2130,6325
1060000,4,2.5,4570,16015
401000,3,2,1240,11172
725000,3,1.75,1860,6000
276000,1,0.75,370,1801
500000,5,3.25,3130,12087
375000,3,1.75,2530,35150
2300000,4,4.75,3970,9778
260000,3,2.25,1920,9680
1565000,4,2.75,2970,12750
431000,4,2.5,2300,6087
321000,4,2.5,1830,9601
433000,4,1.5,1550,5053
920000,4,3.5,4080,10666
482000,3,2.25,1710,21485
712000,3,2.5,2375,4094
505000,4,2.75,2200,9778
2367000,3,2.25,3530,17450
452000,3,1.75,1110,9012
581000,4,1,1630,2566
952500,4,1.5,2550,5055
808000,4,2.25,2500,8866
476000,4,3,2890,6885
535000,4,1.75,1420,5000
1356925,4,3.5,4270,5800
629800,3,2.5,2390,1984
417838,4,2.5,2530,5048
399895,4,2.5,2701,4500
825000,4,2.75,3990,6637
300000,4,2.5,2303,3826
640000,2,2.25,1540,965
460000,3,2.5,1450,1053
525000,2,2.5,1160,1458
499990,4,2.75,2910,6334
1020000,4,3.5,3770,8501
675000,5,2.25,2900,10300
512031,3,1.75,1540,3000
310000,2,1,700,3000
1075000,3,2.5,3280,10302
255000,4,2,2430,8960
435000,3,2.5,1900,7984
453000,3,2,1660,15050
260000,4,2,1620,7992
659000,4,2,2090,10800
223000,3,2,1110,7231
851000,5,3.25,3760,9792
605000,3,2.25,2080,12134
895000,4,2.25,1950,5950
519000,5,2.25,2570,13054
535000,3,1.75,2330,12141
489000,3,3,3700,10375
250000,3,2.25,1920,7738
580000,3,2.25,1900,3960
1038000,4,1.75,1440,13296
605000,4,2.25,2940,48788
599950,4,3.5,2500,3080
700000,3,2.5,2490,23891
480000,3,2,1470,10052
329950,4,2.5,2120,4558
250000,3,1.75,1200,24805
345000,5,2.5,2450,6994
175000,4,2.5,1780,6000
185000,5,1,1590,6700
411000,4,2,2370,76665
690000,3,1.5,1760,4000
265000,4,3,1940,8170
720000,4,3,3550,12327
256000,4,2.5,2050,5787
255000,4,2.25,1680,3179
540000,3,2.25,1320,1800
481015,3,2.25,1550,5511
575000,3,1.75,2680,8625
339950,3,2.5,2390,34041
475000,4,2.5,2040,7260
732000,3,3.75,2670,6517
860000,4,1.75,1880,3720
389000,4,1.75,2400,7700
645000,3,1.75,2270,11472
475000,4,2.5,1850,5444
550000,4,2.75,2160,5005
305000,2,1,2160,12960
782000,2,1.5,1570,3600
545000,3,2,1340,7200
394500,4,2.5,3002,6042
600000,5,2,2190,9072
1300000,4,1.75,2610,21600
300000,2,1,1010,11919
330000,4,2.5,2105,6093
723000,4,2.25,2430,4748
2271150,4,3.25,4040,18916
480000,5,2.5,2160,7737
496000,2,1,900,9260
625000,3,3,1820,1641
475000,4,2,2100,13468
275250,3,2.25,1520,7199
253000,2,1,1310,7128
630000,4,2.5,2190,9880
660500,5,2.5,2950,5500
262000,5,1,1870,7800
2147500,3,3.5,4660,5500
552000,3,2.5,1840,9900
1411600,2,2.5,3180,9400
